id,title,condition,category_id,category_name,seller_id,seller_nickname,original_price,sale_price,available_quantity,store_pick_up,free_shipping,state_name,city_name
MLB3832433881,Redmi Note 13 4g Dual Sim 256gb Preto 8 Gb Ram,new,MLB1055,Celulares e Telefones,1717492036,TEM_DE_TUDO_LTDA,1610,1118,1,False,True,São Paulo,Carapicuíba
MLB3754152595,Plus Do Brasil Carregador Super Rápido 25w Para Samsung Galaxy S24 S23 S21 S20 Fe Plus Ultra - Super Fast Cabo Blindado Tipo Usb C - Premium  Fabricado No Brasil,new,MLB430121,Celulares e Telefones,107759971,WD6,,59.4,500,False,False,Minas Gerais,Poços de Caldas
MLB5113461932,Celular Xiaomi Redmi Note 13 8gb/256gb Ice Blue,new,MLB1055,Celulares e Telefones,214995266,STORYCELL,1610,1120,1,False,True,São Paulo,Cotia
MLB5133340860,Xiaomi Redmi 13c Dual Sim 128 Gb Midnight Black 4gb Ram,new,MLB1055,Celulares e Telefones,1960913702,RC20240823182208,,739.99,250,False,True,Minas Gerais,Belo Horizonte
MLB5088351656,"Celular Samsung Galaxy A55 5g, Câmera Tripla Até 50mp, Tela 6.6 , 256gb Azul Claro",new,MLB1055,Celulares e Telefones,180445404,HIMALAIA_STORE,,1897,1,False,True,Pernambuco,Jaboatão dos Guararapes
MLB4759405226,Armário Balcão Multimóveis Forno E Microondas Fg4060 Branco Cor Branco Premium,new,MLB439421,Construção,1226388620,MULTIMOVEIS_SP,499,289.42,500,False,True,São Paulo,Barueri
MLB5118461140,Tomada Inteligente Wifi 10a Ekaza Medidor De Consumo Smart Alexa Google Tuya Smart Life 110v 220v Bivolt,new,MLB269930,Construção,1023549224,AZZAX SHOP,49.66,41.71,250,False,False,São Paulo,Santana de Parnaíba
MLB3892551591,Armário De Cozinha Compacta Smart Multimóveis Mp2183 Cor Madeirado/preto,new,MLB439421,Construção,1916810773,MULTIMOVEIS_RS,999.9,499.95,250,False,True,Rio Grande do Sul,Bento Gonçalves
MLB5163714532,Kit Jogo Armário Suspenso Isis Para Cozinha Compacta Completa Com 5 Portas E 1 Gaveta Cor Damasco Off Ms Maciel & Signorini,new,MLB270524,Construção,306651618,MOBILIMOBILI,379,303.2,50,False,True,São Paulo,Fernandópolis
MLB3733806395,Filtro De Linha Iclamper Energia 5 Tomadas Dps Protetor Elétrico Cabo 1 Metro Cor Preto 127v/220v Clamper,new,MLB63114,Construção,812818109,CLAMPER OFICIAL,78.99,59.24,5000,False,False,Minas Gerais,Lagoa Santa
MLB3665671629,Kit 10 Conjunto Tomada Tramontina Aria 4x2 10a Completa,new,MLB269930,Construção,493464218,ELEL.COM.BR,55.76,47.4,250,False,False,São Paulo,Diadema
MLB4944422192,Kit Gabinete E-led Brasil Solo Bianche Industrial Banheiro Armário Espelheira Cuba Puxador Metálico Cobreado Branco Com Cobre,new,MLB186151,Construção,1890853127,AUREA_DECOR,,297,5000,False,True,São Paulo,Diadema
MLB3665886995,Mesa De Jantar Madesa Retangular Tampo De Madeira 52312c Preto,new,MLB4341,Construção,1680980383,MADESA_MOVEIS_SP2,317.64,266.82,200,False,True,São Paulo,Jandira
MLB3856025440,Vaso Sanitário Monobloco Caixa Acoplada Completo - Privada Cor Branco,new,MLB186148,Construção,44278952,TUBRAX,999.9,704.9,5000,False,False,Santa Catarina,Garuva
MLB5181323026,Fruteira Armário Para Cozinha Balcão Para Cafeteira E Forno Cor Preto Nova Decor,new,MLB439421,Construção,417676781,CLICK FORTE,,165,500,False,True,São Paulo,São Bernardo do Campo
MLB4047095396,Transformador 5000va Vm Bivolt 110/220v E 220/110v 12000 Btus Conversor Voltagem,new,MLB30197,Construção,215667649,LOJAVEM,232,199.52,500,False,True,São Paulo,Valinhos
MLB3384414107,"Bomba Submersa Caneta Palito 1/4hp 2,5  Intech Machine Bsca2 Voltagem 127v",new,MLB253382,Construção,234629020,PANDA FERRAMENTAS,618,439.9,500,False,True,São Paulo,Poá
MLB4454984176,Kit 2 Adaptador Tomada Universal Para Viagem Internacional 110v/220v,new,MLB255051,Construção,673766575,PHYIMPORTS,,22.66,500,False,False,São Paulo,São Paulo
MLB5173693622,Itatiaia Rose New Premium Balcão Aço Branco 3 Portas 1 Gaveta Com Tampo,new,MLB270524,Construção,453531051,BELAMAGAZINE LTDA,624.87,459,250,False,True,Espírito Santo,Cariacica
MLB4853728502,Manta Líquida 18kg Branca Quartzolit Weber Quartzolit,new,MLB277663,Construção,1516466200,FASTMOOVE,350,262.5,150,False,True,Rio de Janeiro,Cabo Frio
MLB5099047112,Ducha Higiênica Cromado 1.20m Forte Lar Acabamento Brilhante Cor Prateado,new,MLB269588,Construção,1713102108,FORTEMETAIS,49.9,44.91,500,False,False,Minas Gerais,Contagem
MLB3689380391,Transformador 1500va Bivolt 110-220 / 220-110 Plennus,new,MLB30197,Construção,1542771111,COMERCIOPLENNUS20231110102704,,78.8,1,False,False,Minas Gerais,Santa Rita do Sapucaí
MLB5140078574,Protetor Contra Surto Dps Anti Raio Clamper 275v - 45ka Front V Mini,new,MLB30208,Construção,537427951,CWL DISTRIBUIDORA,,35.41,1,False,False,Espírito Santo,Serra
MLB3666126843,Armário Aéreo 3 Porta Suspenso Nicho Parede Area Lavanderia Cor Branco,new,MLB439421,Construção,1146260470,MDECORATED HOUSE,,178,200,False,True,São Paulo,São Caetano do Sul
MLB5062148064,"Disco Lixa Abralon 150mm Grão P180, 5 Un - Mirka Quantidade De Cascalhos 180",new,MLB236755,Construção,1117374853,BTNEWTINTAS,,113,200,False,True,São Paulo,São Caetano do Sul
MLB5148710224,Corrediça Invisível Amortecedor Ferlock 1df 250mm Cor Unico,new,MLB432105,Construção,1513526177,AGHA_SHOPP,,75.74,1,False,False,Santa Catarina,Bombinhas
MLB3407781741,Relé Fotocélula Bivolt Automático Para Lâmpadas E Refletores,new,MLB434733,Construção,171705929,LOOMARK,,29.48,250,False,False,São Paulo,São Paulo
MLB3892587397,Balcão Multimóveis Multiuso Forno E Microondas Ref. 4060g Cor Preto,new,MLB439421,Construção,1916810773,MULTIMOVEIS_RS,544.99,288.84,500,False,True,Rio Grande do Sul,Bento Gonçalves
MLB3829671002,Vaso Sanitário Monobloco - Caixa Acoplada Completo Privada Cor Branco,new,MLB186148,Construção,44278952,TUBRAX,1089.9,689.7,250,False,False,Santa Catarina,Garuva
MLB4884591022,Torre De Tomada Para Bancada Embutir Retrátil Com 3 Tomadas Cor Cinza,new,MLB269930,Construção,190157921,ALPHA_ÔMEGA,,117,500,False,True,São Paulo,Tietê
MLB3907464251,Jogo Armário De Cozinha Compacto Magazin 90 Com Balcão Multifuncional 5 Portas E 1 Gaveta Multiuso Cor Avelã E Off Ms Maciel & Signorini,new,MLB270524,Construção,306651618,MOBILIMOBILI,389,350.1,1,False,True,São Paulo,Fernandópolis
MLB3751308701,Filtro De Linha Com Dps Iclamper Energia 8 Tomadas Régua Com Tecnologia Lcf,new,MLB63114,Construção,812818109,CLAMPER OFICIAL,129.99,100.09,500,False,True,Minas Gerais,Lagoa Santa
MLB3709323077,Precon 23.019.242 Telha Pvc Plan 2.42x0.88 Ceramica,new,MLB30164,Construção,1014958049,EFÁCIL OFICI,80.73,67.9,500,False,False,Minas Gerais,Uberlândia
MLB4279232958,Kit Armário De Cozinha Magazin Compacto 5 Portas E 1 Gaveta Com Balcão Multifuncional Cor Bianco E Chumbo Ms Maciel & Signorini,new,MLB439421,Construção,339898288,PANORAMA MÓVEIS,428.3,359.77,500,False,False,Espírito Santo,Vitória
MLB4635520536,Torre De Tomada Multiplug Com 3 Tomadas Preto Renna,new,MLB269930,Construção,144578541,BWINX,134.9,111.96,50,False,True,Santa Catarina,Blumenau
MLB3605522847,Exaustor Para Banheiro Ventilador Ventisol 150mm Bivolt,new,MLB271571,Construção,32627270,FECHADURAVIRTUAL,135.99,119.9,1,False,True,Santa Catarina,São José
MLB3900133855,Kit Armário De Cozinha Casa Jd Erva Doce 90 Compacto Com 4 Portas E Bancada Multiuso Cor Freijó Chumbo,new,MLB270524,Construção,306651618,MOBILIMOBILI,399,319.2,5000,False,True,São Paulo,Fernandópolis
MLB5055816340,Timer Temporizador Digital Bivolt 110/220v Programável,new,MLB11958,Construção,178333545,ATOZDISTRIBUIDORA,,38.68,100,False,False,São Paulo,São Paulo
MLB3504003709,Medidor De Energia Supermotoimport Monofásico Geração Consumo 110v/220v ,new,MLB271193,Construção,6437700,BESTSCAN,119.56,105.21,250,False,True,Santa Catarina,Florianópolis
MLB3910388303,Fruteira Tampo Branca P/ Cozinha Para Micro-ondas Cor Black,new,MLB439421,Construção,417676781,CLICK FORTE,,165,500,False,True,São Paulo,São Bernardo do Campo
MLB5021302420,Complete Store Adaptador Tomada Plug Bob Love 10a 20a Até 250v Secador Top 110v/220v,new,MLB255051,Construção,1686605639,VARMIX,,8,50,False,False,São Paulo,São Paulo
MLB3366933943,Vaso Sanitário Monobloco Caixa Acoplada Privada Completo Cor Branco,new,MLB186148,Construção,44278952,TUBRAX,899.9,639.9,500,False,False,Santa Catarina,Garuva
MLB4297425862,"Gabinete De Pia Gemeos 1,50m Cor Branco",new,MLB439421,Construção,407185840,TONIELQUE MOVEIS,429,289.9,150,False,False,São Paulo,Ribeirão Pires
MLB3713960593,Auto Trafo 5000va Bivolt Para Ar Até 18000btus Adtek,new,MLB30197,Construção,1436926023,ADTEKADTEK20230731083810,312,174.72,500,False,True,São Paulo,São Paulo
MLB3788529131,Filtro De Linha Dps Tecnologia Lcf Iclamper Energia 5 Tomada Cor Transparente,new,MLB63114,Construção,812818109,CLAMPER OFICIAL,78.99,59.24,500,False,False,Minas Gerais,Lagoa Santa
MLB3352381729,Kit 2 Adaptador Tomada Universal Para Viagem Internacional,new,MLB255051,Construção,1241092645,AMARODESCONTOSMAGAZINE,,28.9,500,False,False,São Paulo,São Paulo
MLB3664462351,Armario De Parede 5 Portas Preto Filipinas Casa Moderna Movelaria,new,MLB439421,Construção,742752875,MOVELARIABELACASA,413.9,355.95,500,False,True,Paraná,Arapongas
MLB3265494308,Régua Extensão Elétrica 6 Tomada Filtro Linha Bivolt,new,MLB63114,Construção,1113876439,19BR_SHOP,,29.49,500,False,False,São Paulo,Campinas
MLB4047181356,Auto Transformador 3000va V&m Bivolt 9000 Btus 110 Para 220 E 220 Para 110,new,MLB30197,Construção,215667649,LOJAVEM,206.77,177.83,500,False,True,São Paulo,Valinhos
MLB4641802424,Armário Aéreo 3 Porta Suspenso Nicho Parede Area Lavanderia Cor Preto,new,MLB439421,Construção,1146092736,JCC SALES,,175,250,False,True,São Paulo,São Caetano do Sul
MLB5126366190,Kit Mecanismo Universal Caixa Descarga Acoplada Completo,new,MLB269775,Construção,1463271398,GALPÃO B3,,53.99,250,False,False,São Paulo,São Paulo
MLB3806087353,Benjamim T Com 3 Entradas Multiplicador 10a 250v Adaptador 110v/220v 20a Pino Chato Secador Microondas Airfryer Completestore T 3 Saidas 10a,new,MLB255051,Construção,1139380564,SHGGSHGG20220608185509,,8,5000,False,False,São Paulo,São Paulo
MLB4148600506,"Gabinete De Pia Gemeos 1,50m Cor Teka Madrid",new,MLB439421,Construção,407185840,TONIELQUE MOVEIS,429,289.9,150,False,False,São Paulo,Ribeirão Pires
MLB3914043039,Timer Temporizador Digital Bivolt 20 Eventos Liga E Desliga,new,MLB11958,Construção,1234423411,ANJOYCOMERCIO,,30.36,500,False,False,São Paulo,São Paulo
MLB3906936507,Torneira Stillus Home Tor-022 De Cozinha Gourmet Monocomando Aço Inox Escovado,new,MLB439405,Construção,1477295523,JUST.BUY.IT,,280,500,False,True,São Paulo,Guarulhos
MLB4811777844,Fritadeira Elétrica Airfryer Philips Walita hd9202 Grill Edition Sem Óleo 1400w Preta 220v,new,MLB456045,Eletrodomésticos,85263796,123 COMPROU,482.92,289,500,False,True,São Paulo,Guarulhos
MLB3505318929,Cooktop Itatiaia Essencial 4 Bocas Preto 127v/220v,new,MLB120316,Eletrodomésticos,1168726042,MEGAMAMUTE FULLMG,599,365.9,500,False,True,Minas Gerais,Extrema
MLB3571881241,Chapinha Lizze Profissional 480 Extreme 220v,new,MLB44085,Eletrodomésticos,1526166726,LIZZE_SC,548.75,433.51,500,False,True,Santa Catarina,Palhoça
MLB3571843071,Lizze Chapinha De Cabelo Profissional 480 Extreme 127v,new,MLB44085,Eletrodomésticos,1526166726,LIZZE_SC,548.75,433.51,500,False,True,Santa Catarina,Palhoça
MLB5096585462,Robô Aspirador Robot W90 Varre Aspira E Passa Pano 30w Wap Cor Preto 110v/220v,new,MLB120262,Eletrodomésticos,85263796,123 COMPROU,531.09,289,5000,False,True,São Paulo,Guarulhos
MLB2735052332,Ventilador De Teto Ventisol Fenix Inverter C/controle Estrutura Branco Pás Branco Diâmetro 960 Mm Material Das Pás Plástico Quantidade De Pás 3 127v/220v,new,MLB1645,Eletrodomésticos,1109461744,DIRETOCOMVOCEFULL,339.9,299,5000,False,True,Minas Gerais,Belo Horizonte
MLB4370284646,Sanduicheira Elétrica Britânia Press Press - Bgr27i Cor Preto/inox 110v,new,MLB31683,Eletrodomésticos,317390047,MAXXNASUACASA,197,144.4,500,False,True,São Paulo,São Paulo
MLB2752098536,"Liquidificador L-99-fb Turbo Power 2,2 L Potência De 550w Cor Preto Mondial 110v",new,MLB73055,Eletrodomésticos,661617966,LOJA_OFICIAL MERCADO_FÁCIL,139,109.9,250,False,True,São Paulo,Araçariguama
MLB4707049042,Fogão Cooktop Gás Mueller Cooktop 5 Bocas Preto 127v/220v,new,MLB120316,Eletrodomésticos,743518733,2ELETRO INFO,710,594,150,False,True,Minas Gerais,Belo Horizonte
MLB4484892406,Ventilador Teto Aires Branco 3 Pás Controle Remoto Luminária Silencioso Inverter Bivolt Ventisol,new,MLB1645,Eletrodomésticos,1327118135,4FITNESS_SC,259,238.45,500,False,True,Santa Catarina,Joinville
MLB4671001438,Fritadeira Sem Óleo Air Fryer 4l Mondial Preto 1500w Afn-40-bft,new,MLB456045,Eletrodomésticos,480263032,Mercado Livre Eletronicos,479.9,311.75,500,False,True,São Paulo,Cajamar
MLB4063909210,Aspirador De Pó Vertical 2 Em 1 1400w Philco Pas1550c Cor Cinza 110v,new,MLB4337,Eletrodomésticos,1327755962,BRITANIABRITANIA20230310124445,239.9,159,500,False,True,Santa Catarina,Joinville
MLB5153170798,Cafeteira Automática Nespresso Vertuo Next Tecnologia Centrifusion Preta Fosco 127v,new,MLB9188,Eletrodomésticos,765585256,STORESARAÇARIGUAMA,499,294.41,150,False,True,São Paulo,Araçariguama
MLB4894385214,Maquina Maquininha De Cortar Cabelo Barbeador Eletrico Aparador De Pelos Acabamento Raspar Dragão Buda Profissional,new,MLB5411,Eletrodomésticos,711949118,VM.COMÉRCIO,29.9,23.02,500,False,False,São Paulo,Jundiaí
MLB5074896832,Membrana Micro-ondas Electrolux Compatível Eletrolux Mef41 Mef 41,new,MLB269768,Eletrodomésticos,814571378,REIDAMEMBRANA,25.69,24.4,50,False,False,São Paulo,São Paulo
MLB3899203103,Mexedeira Saro Pa10 Para Mexer Doces Salgados Coxinha 10 Litros Inox Frequência 60 Mhz 110v/220v,new,MLB48666,Eletrodomésticos,1074382560,DESCONTO MAGAZINE,1212.16,897,250,False,True,São Paulo,Santana de Parnaíba
MLB5177443412,Nebulizador Inalador Ultrassonico Portátil Sem Fio Silencioso Bivolt Potente,new,MLB264197,Eletrodomésticos,1221177436,GRUPO KAIZU,139.9,127,100,False,True,São Paulo,São Paulo
MLB4116164094,Ventisol  Turbo 6 Pás 60 Hz 127v 30cm,new,MLB1645,Eletrodomésticos,480263032,Mercado Livre Eletronicos,209.9,139.9,1,False,True,São Paulo,Cajamar
MLB3488256704,"Fritadeira Sem Óleo Air Fryer 3,5l Mondial Preto/inox 1500w Af-31",new,MLB456045,Eletrodomésticos,480263032,Mercado Livre Eletronicos,432.9,236.9,5000,False,True,São Paulo,Cajamar
MLB4306875970,Escova Secadora De Cabelos Britânia Bec07r Soft 4 Em 1 1300w Cabo Giratório Rosa Bivolt,new,MLB264715,Eletrodomésticos,1212138371,ELETROSID,139.98,105.78,150,False,True,São Paulo,São Paulo
MLB2789667558,Cafeteira Portátil Nescafé Dolce Gusto Arno Mini Me Automática Preta Para Cápsulas Monodose 127v,new,MLB9188,Eletrodomésticos,765585256,STORESARAÇARIGUAMA,579.9,429.13,500,False,True,São Paulo,Araçariguama
MLB4558701266,Membrana Painel Controle Micro-ondas Electrolux - Mef33,new,MLB269768,Eletrodomésticos,825096627,RESET_COMPONENTES,23.9,20.07,100,False,False,São Paulo,São Paulo
MLB4959816994,Saco Aspirador De Pó Electrolux 10l A10s /a10t/ A10 /aqp20,new,MLB455114,Eletrodomésticos,379985831,MB-PARTS,27.8,17,250,False,False,São Paulo,Itapira
MLB4498093092,Multiprocessador Pmp1600p 9 Em 1 1700w Philco 110v,new,MLB31674,Eletrodomésticos,1327755962,BRITANIABRITANIA20230310124445,419.9,319.9,250,False,True,Santa Catarina,Joinville
MLB4231619494,Ventilador De Coluna Bvt450 Maxx Force E Hélice De 6 Pás 160w Cor Preto Britânia 110v,new,MLB1645,Eletrodomésticos,1327755962,BRITANIABRITANIA20230310124445,311.9,191,500,False,True,Santa Catarina,Joinville
MLB1646212446,Micro-ondas Mto30 20l Com Função Tira Odor E Descongelar Cor Branco Electrolux 127v,new,MLB73057,Eletrodomésticos,480263032,Mercado Livre Eletronicos,649,529,500,False,True,São Paulo,Cajamar
MLB3967622752,"Chaleira Eletrica Atacama 1,8l - Unitermi 127v",new,MLB31678,Eletrodomésticos,190157921,ALPHA_ÔMEGA,,48.5,500,False,False,São Paulo,Tietê
MLB3225819794,Relaxmedic Balança Digital Corporal Bioimpedancia Aplicativo Bluetooth,new,MLB11617,Eletrodomésticos,337352780,MNLDISTRIBUIDORA,239.9,158.53,5000,False,True,São Paulo,Cotia
MLB3654925947,Jarra De Vidro Para Cafeteira Cp15 Inox Britânia,new,MLB455145,Eletrodomésticos,271526483,HOME COISAS,,35.39,1,False,False,São Paulo,São Paulo
MLB4222975874,"Ferro De Passar Seco E Vapor Electrolux Efficient  Base Antiaderente Vapor Vertical Extra 1200w De Potência Cabo 1,35m Esi10 110v",new,MLB31689,Eletrodomésticos,278749096,MAGAZINE ALPHA,109.99,99.9,100,False,True,São Paulo,São Paulo
MLB5130529470,Ventilador De Parede E Mesa  Wap Flow Turbo Com 8 Pás 3 Velocidades 127v,new,MLB1645,Eletrodomésticos,427664221,ARMAZEM LESTECOMERCIALFERRAGEN,218.32,161.5,250,False,True,São Paulo,São Paulo
MLB3364969757,"Fritadeira Elétrica Sem Óleo Mondial Air Fryer Pratic 3,5l Af-31 220v",new,MLB456045,Eletrodomésticos,480263032,Mercado Livre Eletronicos,432.9,242.9,500,False,True,São Paulo,Cajamar
MLB3468469301,Display Redondo Led Azul Compatível Micro-ondas Philco Pme31,new,MLB455061,Eletrodomésticos,1301043209,TRAK_CAZY_OUTSIDEBRASIL,78,55.38,200,False,False,Minas Gerais,Nova Lima
MLB4392055716,Electrolux Efficient Ets 10 Torradeira Elétrica Inox Grafite 110v,new,MLB31675,Eletrodomésticos,480263032,Mercado Livre Eletronicos,159.99,148.52,200,False,True,São Paulo,Cajamar
MLB3164808306,Secador Taiff Style 2000w Motor Ac Preto - 110v 127v,new,MLB5412,Eletrodomésticos,80278818,BELEZA-RENOVADA OFICIAL,422.6,227.24,500,False,True,São Paulo,São Caetano do Sul
MLB4328622222,Bebedouro De Água Philco Gelada Natural 10l/20l Bivolt Pbe14 Cor Preto 110v/220v,new,MLB73052,Eletrodomésticos,1327755962,BRITANIABRITANIA20230310124445,419.9,322.05,500,False,True,Santa Catarina,Joinville
MLB3305989099,Liquidificador Turbo Power Mondial Vermelho 550w L-99 Fr 127v,new,MLB73055,Eletrodomésticos,480263032,Mercado Livre Eletronicos,172.9,110.66,5000,False,True,São Paulo,Cajamar
MLB4099724836,"Capacitor P/ Microondas 0,85uf 2100v",new,MLB455076,Eletrodomésticos,496196793,AGUIASHOP.,18.55,16.23,500,False,False,Paraná,Curitiba
MLB1663767499,Ventilador Oscilante De Mesa Ventisol Turbo 6 Pás 50cm Preto 127v,new,MLB1645,Eletrodomésticos,480263032,Mercado Livre Eletronicos,236.9,159.9,500,False,True,São Paulo,Cajamar
MLB5005769716,"Fritadeira Elétrica Cube Fry Elgin 4,2 L Airfryer 110v",new,MLB456045,Eletrodomésticos,480263032,Mercado Livre Eletronicos,359,219.9,5000,False,True,São Paulo,Cajamar
MLB3112815296,Filtro Saco Papel 3 Peças Aspirador A10 Acqua Power Gt 2000,new,MLB455114,Eletrodomésticos,630829285,COMPELECTRO1,,19.9,200,False,False,São Paulo,Ourinhos
MLB3766763455,Copo Liquidificador Mondial L1000 L1200 Preto L-1000w Inox 12vel,new,MLB73056,Eletrodomésticos,148859587,HFPIMPORTS,,40,1,False,False,São Paulo,Atibaia
MLB1963631840,Micro-ondas Philco Pmo23eb Limpa Fácil 20l Potência De 1100w Cor Branco 127v,new,MLB73057,Eletrodomésticos,480263032,Mercado Livre Eletronicos,699,489,500,False,True,São Paulo,Cajamar
MLB4170257406,Iogurteira Cinza + Livro De Receitas Bivolt,new,MLB120244,Eletrodomésticos,713745457,AZEMIX COMERCIAL,195.9,186.1,1,False,True,São Paulo,São Paulo
MLB4536450680, Lorenzetti Aquecedor De Agua Versátil 3 Temperaturas 220v Branco,new,MLB33420,Eletrodomésticos,588917107,LEDDIS COMMERCE.,,244.9,500,False,True,Minas Gerais,Poços de Caldas
MLB4370192354,"Fritadeira Air Fryer Bfr25p 3,5 Litros Preto Britânia 110v",new,MLB456045,Eletrodomésticos,85263796,123 COMPROU,395,237,500,False,True,São Paulo,Guarulhos
MLB2644829387,Secador De Cabelos Taiff New Tourmaline Ion 2100w Preto 127v Pro,new,MLB5412,Eletrodomésticos,161534973,PINK ESHOP,396.2,313,1,False,True,São Paulo,Pompéia
MLB4321217596,Bebedouro Bbe12p Aquaplus Para 10l Ou 20l Britânia 127v/220v Cor Preto 110v/220v,new,MLB73052,Eletrodomésticos,1327755962,BRITANIABRITANIA20230310124445,455.9,323,500,False,True,Santa Catarina,Joinville
MLB3834690705,3 Sacos Descartáveis Aspirador Pó Electrolux Flex1400 Awd01 Aqp20 Gt3000,new,MLB455114,Eletrodomésticos,82563578,DONIZA STORE,,18,1,False,False,São Paulo,São Paulo
MLB5039838616,Teclado Membrana Microondas Consul Cma20,new,MLB269768,Eletrodomésticos,814571378,REIDAMEMBRANA,26,22.88,1,False,False,São Paulo,São Paulo
MLB3686743536,Pilha Alcalina Aaa Palito Duracell Com 16 Unidades,new,MLB7060,"Eletrônicos, Áudio e Vídeo",322009325,ARCOZ DISTRIBUIDORA,93.75,67.9,500,False,False,São Paulo,São Paulo
MLB3686779712,Pilha Alcalina Aa Pequena Duracell Com 16 Unidades,new,MLB7060,"Eletrônicos, Áudio e Vídeo",322009325,ARCOZ DISTRIBUIDORA,93.75,67.9,500,False,False,São Paulo,São Paulo
MLB5017144176,Smart Tv Led 32 Hd Samsung Ls32betblggxzd 2 Hdmi 1 Usb Preto,new,MLB1002,"Eletrônicos, Áudio e Vídeo",1917068106,VIKINGS_DIGITAL,1798.34,1079,500,False,True,São Paulo,São Paulo
MLB3762709747,Smart Tv 32 LG Hd 32lr600b Processador 5 Ger6 Alexa Webos,new,MLB1002,"Eletrônicos, Áudio e Vídeo",743518733,2ELETRO INFO,1365.56,1119,500,False,True,Minas Gerais,Belo Horizonte
MLB5175997326,Caixa Caixinha De Som Bluetooth Portatil Radio Fm Potente Cor Preto Grasep Dd-3138,new,MLB3843,"Eletrônicos, Áudio e Vídeo",711949118,VM.COMÉRCIO,,79,1,False,True,São Paulo,Jundiaí
MLB3422025165,Processador De Audio Digital Taramps Pro 2.4s Equalizador Automotivo Crossover Som 4 Vias Regulador Audio Automotivo,new,MLB270234,"Eletrônicos, Áudio e Vídeo",670951102,RADICALSOM.COM.BR,268,209,500,False,True,Santa Catarina,Indaial
MLB3360545307,Echo Pop Smart Speaker Amazon Compacto Com Som Envolvente E Alexa Cor Branca,new,MLB278167,"Eletrônicos, Áudio e Vídeo",480263032,Mercado Livre Eletronicos,349,207.45,500,False,True,São Paulo,Cajamar
MLB4370716942,Samsung Smart Tv 58'' Uhd 4k 58cu7700 2023 Processador Crystal 4k,new,MLB1002,"Eletrônicos, Áudio e Vídeo",1158756553,SAMSUNGLOJAOFICIAL,2649,2476.82,500,False,False,São Paulo,São Paulo
MLB3301462109,Caixa Amplificada Connect Lights Cm-400 Preta Mondial Bivolt Cor Preto 110v/220v,new,MLB3843,"Eletrônicos, Áudio e Vídeo",480263032,Mercado Livre Eletronicos,806.9,399,100,False,True,São Paulo,Cajamar
MLB3489616091,Carregador De Pilhas Recarregáveis Duracell Aa/aaa Com 4 Aa,new,MLB11290,"Eletrônicos, Áudio e Vídeo",322009325,ARCOZ DISTRIBUIDORA,218.63,149.9,500,False,True,São Paulo,São Paulo
MLB4988379390,Microfone Hollyland Lark M2 Duo Combo Duplo Para 2 Pessoas Cor Preto,new,MLB439409,"Eletrônicos, Áudio e Vídeo",1035828469,REDMAGICBRASILOFICIAL,1475,1150.5,250,False,True,São Paulo,São Paulo
MLB3866945761,Smart Tv 4k 43  LG Uhd 43ut8000 Processador A5 Ger7 Ai Alexa Chromecast Integrado Otimizador De Jogos Webos 24 Compatível Com Controle Smart Magic,new,MLB1002,"Eletrônicos, Áudio e Vídeo",1917068106,VIKINGS_DIGITAL,3081.67,1849,50,False,True,São Paulo,São Paulo
MLB3908774087,Caixa Som Xiaomi Sound Outdoor 30w Bluetooth 5.4 Ip67 C/ Cor Black 110v/220v,new,MLB3843,"Eletrônicos, Áudio e Vídeo",242043535,MDVPRESENTES,,350,1,False,True,São Paulo,São Paulo
MLB3830562063,Smart Tv Led 43  Ultra Hd 4k LG 43ur781c0sa.bwz Preto Thinq Ai 3 Hdmi 2 Usb Wi-fi Bluetooth Hdr10,new,MLB1002,"Eletrônicos, Áudio e Vídeo",1917068106,VIKINGS_DIGITAL,3081.67,1929.9,500,False,True,São Paulo,São Paulo
MLB5188726376,Amw Bu6000 Microfone Sem Fio 4 Canais Digital Auricular Uhf,new,MLB439409,"Eletrônicos, Áudio e Vídeo",111785624,WEBDIS_LOJA,,2159,1,False,True,Paraná,Curitiba
MLB3838174443,Smart Tv LG 43  Full Hd 43lr67 Ai Alexa Integrado Webos 23 Ai A5 Ger6 Bluetooth Usb Hdmi Wi Fi Com Controle Remoto Convencional,new,MLB1002,"Eletrônicos, Áudio e Vídeo",584911659,NEGOCIUN-SP,2373.75,1769,250,False,True,São Paulo,Guarulhos
MLB3629351717,Bestweei Bw-35 Suporte Braço Preto 80cm,new,MLB49488,"Eletrônicos, Áudio e Vídeo",401436533,HAPPYSHOPPING1688,,42.05,250,False,False,São Paulo,São Paulo
MLB4890721980,Caixa De Som Go 4 Black Jbl À Prova D'água Jblgo4blk Cor Preto 110v/220v,new,MLB3843,"Eletrônicos, Áudio e Vídeo",344811873,EASYTECHINFOR,299,249,250,False,True,Distrito Federal,Brasília
MLB3670256537,Samsung Smart Tv 43  Uhd 4k Un43du7700gxzd 2024 Processador Crystal 4k Gaming Hub Visual Livre De Cabos Som Em Movimento Virtual Ai Energy Mode Controle Solarcell Alexa Built In,new,MLB1002,"Eletrônicos, Áudio e Vídeo",480263032,Mercado Livre Eletronicos,3993.74,1939.98,5000,False,True,São Paulo,Cajamar
MLB4935613452,Smart Box Tv Proeletronic Prosb-3000 3 Geração Preto,new,MLB133950,"Eletrônicos, Áudio e Vídeo",67987059,KARZEN ELETRO,259.79,174.8,50,False,True,Minas Gerais,Santo Antônio do Monte
